Permalink,full_text,text,tokenized_text,nouns,nouns_adj,gensim_topics_14,gensim_topics_8,nouns_cv,nouns_adj_cv,sklearn_topics
1462379490609461,Vicki Myer Moore well they had to make room some how for business owners ,vicki myer moore well make room business owners,"['vicki', 'myer', 'moore', 'well', 'make', 'room', 'business', 'owners']","['vicki', 'myer', 'room', 'business', 'owners']","['vicki', 'myer', 'room', 'business', 'owners']",6,6,vicki myer room business owners,vicki myer room business owners,3
1462379490609461,Sudden In Custody Death Syndrome - SICDS ,sudden custody death syndrome sicds,"['sudden', 'custody', 'death', 'syndrome', 'sicds']","['custody', 'death', 'syndrome', 'sicds']","['sudden', 'custody', 'death', 'syndrome', 'sicds']",13,6,custody death syndrome sicds,sudden custody death syndrome sicds,3
1462379490609461,We need a Revolution,need revolution,"['need', 'revolution']","['need', 'revolution']","['need', 'revolution']",12,1,need revolution,need revolution,2
1462379490609461,Horrible,horrible,['horrible'],[],['horrible'],0,0,,horrible,3
1462379490609461,They misspelled murder,misspelled murder,"['misspelled', 'murder']",['murder'],['murder'],8,7,murder,murder,0
1462379490609461,"It's manslaughter, not murder.",manslaughter murder,"['manslaughter', 'murder']","['manslaughter', 'murder']","['manslaughter', 'murder']",7,7,manslaughter murder,manslaughter murder,4
1462379490609461,You haven’t? Ever hear about Rodney king and the la riots? Kent state where Marine reservists shot students? Killdozer in granby Colorado … See More,ever hear rodney king la riots kent state marine reservists shot students killdozer granby colorado see,"['ever', 'hear', 'rodney', 'king', 'la', 'riots', 'kent', 'state', 'marine', 'reservists', 'shot', 'students', 'killdozer', 'granby', 'colorado', 'see']","['rodney', 'riots', 'state', 'marine', 'reservists', 'students', 'colorado', 'see']","['hear', 'rodney', 'la', 'riots', 'kent', 'state', 'marine', 'reservists', 'shot', 'students', 'granby', 'colorado', 'see']",4,3,rodney riots state marine reservists students colorado see,hear rodney la riots kent state marine reservists shot students granby colorado see,3
1462379490609461,Let’s not forget national guard and the police thwarting looters In Louisiana after Katrina indica displaced more people than covid 19,let forget national guard police thwarting looters louisiana katrina indica displaced people covid,"['let', 'forget', 'national', 'guard', 'police', 'thwarting', 'looters', 'louisiana', 'katrina', 'indica', 'displaced', 'people', 'covid']","['guard', 'police', 'looters', 'katrina', 'indica', 'people']","['national', 'guard', 'police', 'looters', 'katrina', 'indica', 'people']",10,2,guard police looters katrina indica people,national guard police looters katrina indica people,0
1462379490609461,"Kent State was the National Guard, not Marine Reservists. And the ""Killdozer"" incident wasn't a riot, it was a single man totally pissed off with his corrupt city government.",kent state national guard marine reservists killdozer incident riot single man totally pissed corrupt city government,"['kent', 'state', 'national', 'guard', 'marine', 'reservists', 'killdozer', 'incident', 'riot', 'single', 'man', 'totally', 'pissed', 'corrupt', 'city', 'government']","['kent', 'state', 'guard', 'marine', 'riot', 'man', 'city', 'government']","['kent', 'state', 'national', 'guard', 'marine', 'incident', 'riot', 'single', 'man', 'pissed', 'corrupt', 'city', 'government']",2,4,kent state guard marine riot man city government,kent state national guard marine incident riot single man pissed corrupt city government,4
1462379490609461,Its only get worse as people run out of money and our governor continues to screw us and ruin our state on purpose,get worse people run money governor continues screw us ruin state purpose,"['get', 'worse', 'people', 'run', 'money', 'governor', 'continues', 'screw', 'us', 'ruin', 'state', 'purpose']","['people', 'money', 'governor', 'state', 'purpose']","['worse', 'people', 'money', 'governor', 'state', 'purpose']",9,4,people money governor state purpose,worse people money governor state purpose,2
1462379490609461,"there is way too many comments for me to read through.. i must've missed it somewhere, what was the cause for this man to be treated and murdered like that?",way many comments read must missed somewhere cause man treated murdered like,"['way', 'many', 'comments', 'read', 'must', 'missed', 'somewhere', 'cause', 'man', 'treated', 'murdered', 'like']","['way', 'comments', 'man']","['way', 'many', 'comments', 'man']",6,3,way comments man,way many comments man,4
1462379490609461,"I don't know, I've not seen anything that related why he was detained. However it's not murder, it's manslaughter.",know seen anything related detained however murder manslaughter,"['know', 'seen', 'anything', 'related', 'detained', 'however', 'murder', 'manslaughter']","['anything', 'murder', 'manslaughter']","['anything', 'related', 'murder', 'manslaughter']",8,7,anything murder manslaughter,anything related murder manslaughter,4
1462379490609461,Julie Raftery https://www.facebook.com/77710564137/posts/10158515480574138/?vh=e,julie raftery https www facebook com posts vh e,"['julie', 'raftery', 'https', 'www', 'facebook', 'com', 'posts', 'vh', 'e']","['julie', 'raftery', 'https', 'www', 'facebook', 'com', 'e']","['julie', 'raftery', 'https', 'www', 'facebook', 'com', 'e']",1,7,julie raftery https www facebook com e,julie raftery https www facebook com e,3
1462379490609461,"CIVIL WAR will be upon us by the end of the year.... Mark my words... prepare now....while you still can....  Ammo, guns, food, etc...",civil war upon us end year mark words prepare still ammo guns food etc,"['civil', 'war', 'upon', 'us', 'end', 'year', 'mark', 'words', 'prepare', 'still', 'ammo', 'guns', 'food', 'etc']","['war', 'year', 'mark', 'words', 'guns', 'food', 'etc']","['civil', 'war', 'year', 'mark', 'words', 'ammo', 'guns', 'food', 'etc']",2,5,war year mark words guns food etc,civil war year mark words ammo guns food etc,4
1462379490609461,its coming. ,coming,['coming'],[],[],0,0,,,4
1462379490609461,How can anyone dispute this wasn’t murder? Horrific! The police should’ve just thrown that sad excuse of an officer out to the crowd!,anyone dispute murder horrific police thrown sad excuse officer crowd,"['anyone', 'dispute', 'murder', 'horrific', 'police', 'thrown', 'sad', 'excuse', 'officer', 'crowd']","['anyone', 'dispute', 'murder', 'police', 'excuse', 'officer', 'crowd']","['anyone', 'dispute', 'murder', 'horrific', 'police', 'sad', 'excuse', 'officer', 'crowd']",1,6,anyone dispute murder police excuse officer crowd,anyone dispute murder horrific police sad excuse officer crowd,4
1462379490609461,Because murder requires intent beforehand. This is manslaughter. Maybe you would benefit from actually studying the law.,murder requires intent beforehand manslaughter maybe would benefit actually studying law,"['murder', 'requires', 'intent', 'beforehand', 'manslaughter', 'maybe', 'would', 'benefit', 'actually', 'studying', 'law']","['murder', 'beforehand', 'manslaughter', 'law']","['murder', 'intent', 'beforehand', 'manslaughter', 'law']",7,7,murder beforehand manslaughter law,murder intent beforehand manslaughter law,4
1462379490609461,"Eric Blatter hmmm murder usually requires intent, but can also be reckless conduct, which this officer clearly did. It was inexcusable what he did.",eric blatter hmmm murder usually requires intent also reckless conduct officer clearly inexcusable,"['eric', 'blatter', 'hmmm', 'murder', 'usually', 'requires', 'intent', 'also', 'reckless', 'conduct', 'officer', 'clearly', 'inexcusable']","['blatter', 'hmmm', 'murder', 'intent', 'conduct', 'officer']","['eric', 'blatter', 'hmmm', 'murder', 'intent', 'reckless', 'conduct', 'officer', 'inexcusable']",7,7,blatter hmmm murder intent conduct officer,eric blatter hmmm murder intent reckless conduct officer inexcusable,4
1462379490609461,Occupy was no picnic for peace and tranquility. I was in the Saint Louis Camp and we weren't a combat camp...but we still had our moments ,occupy picnic peace tranquility saint louis camp combat camp still moments,"['occupy', 'picnic', 'peace', 'tranquility', 'saint', 'louis', 'camp', 'combat', 'camp', 'still', 'moments']","['peace', 'tranquility', 'saint', 'louis', 'camp', 'combat', 'camp', 'moments']","['occupy', 'picnic', 'peace', 'tranquility', 'saint', 'louis', 'camp', 'combat', 'camp', 'moments']",1,1,peace tranquility saint louis camp combat camp moments,occupy picnic peace tranquility saint louis camp combat camp moments,2
1462379490609461,We now live in a different world! This fake corona virus scare has changed our world forever!,live different world fake corona virus scare changed world forever,"['live', 'different', 'world', 'fake', 'corona', 'virus', 'scare', 'changed', 'world', 'forever']","['world', 'fake', 'corona', 'virus', 'scare', 'world', 'forever']","['live', 'different', 'world', 'fake', 'corona', 'virus', 'scare', 'world', 'forever']",3,6,world fake corona virus scare world forever,live different world fake corona virus scare world forever,3
1462379490609461,"Uh, Rodney King ring a bell???",uh rodney king ring bell,"['uh', 'rodney', 'king', 'ring', 'bell']","['rodney', 'ring', 'bell']","['uh', 'rodney', 'ring', 'bell']",8,6,rodney ring bell,uh rodney ring bell,3
1462379490609461,Open your eyes stay strong !!!! Freedom for USA !!!!,open eyes stay strong freedom usa,"['open', 'eyes', 'stay', 'strong', 'freedom', 'usa']","['eyes', 'freedom', 'usa']","['open', 'eyes', 'strong', 'freedom', 'usa']",5,6,eyes freedom usa,open eyes strong freedom usa,1
1462379490609461,"I get being pissed about the death of this man at the hands of officers. Was the officer a racist? Who knows, so far I have yet to see anything indicating such.",get pissed death man hands officers officer racist knows far yet see anything indicating,"['get', 'pissed', 'death', 'man', 'hands', 'officers', 'officer', 'racist', 'knows', 'far', 'yet', 'see', 'anything', 'indicating']","['death', 'man', 'officers', 'officer', 'racist', 'anything']","['death', 'man', 'officers', 'officer', 'racist', 'anything']",6,6,death man officers officer racist anything,death man officers officer racist anything,1
1462379490609461,the point is... they are trained to recognize Sudden In Custody Death Syndrome SICDS--- they are trained when someone goes unresponsive to immediately get off them and begin CPR,point trained recognize sudden custody death syndrome sicds trained someone goes unresponsive immediately get begin cpr,"['point', 'trained', 'recognize', 'sudden', 'custody', 'death', 'syndrome', 'sicds', 'trained', 'someone', 'goes', 'unresponsive', 'immediately', 'get', 'begin', 'cpr']","['point', 'custody', 'death', 'syndrome', 'sicds', 'someone', 'cpr']","['point', 'sudden', 'custody', 'death', 'syndrome', 'sicds', 'someone', 'unresponsive', 'begin', 'cpr']",3,6,point custody death syndrome sicds someone cpr,point sudden custody death syndrome sicds someone unresponsive begin cpr,1
1462379490609461,Really do your history,really history,"['really', 'history']",['history'],['history'],2,2,history,history,3
1462379490609461,Layne E Wilson it’s no different ,layne e wilson different,"['layne', 'e', 'wilson', 'different']",['layne'],"['layne', 'different']",9,5,layne,layne different,1
1462379490609461,Danny Brown Uhh I'd argue that genocide is a little different. People need to stop comparing everything to Nazis. It ain't the same,danny brown uhh argue genocide little different people need stop comparing everything nazis,"['danny', 'brown', 'uhh', 'argue', 'genocide', 'little', 'different', 'people', 'need', 'stop', 'comparing', 'everything', 'nazis']","['brown', 'genocide', 'people', 'everything', 'nazis']","['danny', 'brown', 'uhh', 'argue', 'genocide', 'little', 'different', 'people', 'everything', 'nazis']",5,5,brown genocide people everything nazis,danny brown uhh argue genocide little different people everything nazis,1
1462379490609461,What this cop did and the other cops just stood around and let it happen was absolutely disgusting and they should be punished for this horrible action. But rioting and destroying property won’t solve anything let the FBI do their jobs and bring these … See More,cop cops stood around let happen absolutely disgusting punished horrible action rioting destroying property solve anything let fbi jobs bring see,"['cop', 'cops', 'stood', 'around', 'let', 'happen', 'absolutely', 'disgusting', 'punished', 'horrible', 'action', 'rioting', 'destroying', 'property', 'solve', 'anything', 'let', 'fbi', 'jobs', 'bring', 'see']","['cop', 'cops', 'let', 'action', 'property', 'solve', 'anything', 'fbi', 'jobs']","['cop', 'cops', 'let', 'horrible', 'action', 'property', 'solve', 'anything', 'let', 'fbi', 'jobs']",3,2,cop cops let action property solve anything fbi jobs,cop cops let horrible action property solve anything let fbi jobs,4
1462379490609461,John Valentine nothing has ever been changed without violence. Sitting on your hands and hoping things will get better will accomplish nothing. There have been thousands of police murders and no justice. We need to rise up and force change. ,john valentine nothing ever changed without violence sitting hands hoping things get better accomplish nothing thousands police murders justice need rise force change,"['john', 'valentine', 'nothing', 'ever', 'changed', 'without', 'violence', 'sitting', 'hands', 'hoping', 'things', 'get', 'better', 'accomplish', 'nothing', 'thousands', 'police', 'murders', 'justice', 'need', 'rise', 'force', 'change']","['john', 'valentine', 'nothing', 'violence', 'hands', 'things', 'nothing', 'thousands', 'police', 'murders', 'rise', 'force', 'change']","['john', 'valentine', 'nothing', 'violence', 'hands', 'things', 'accomplish', 'nothing', 'thousands', 'police', 'murders', 'rise', 'force', 'change']",1,1,john valentine nothing violence hands things nothing thousands police murders rise force change,john valentine nothing violence hands things accomplish nothing thousands police murders rise force change,4
1462379490609461,Danny Brown But how many innocent people that had nothing to do with this horrible act will get hurt during this rising up? ,danny brown many innocent people nothing horrible act get hurt rising,"['danny', 'brown', 'many', 'innocent', 'people', 'nothing', 'horrible', 'act', 'get', 'hurt', 'rising']","['people', 'nothing', 'act']","['danny', 'many', 'innocent', 'people', 'nothing', 'horrible', 'act']",6,6,people nothing act,danny many innocent people nothing horrible act,4
1462379490609461,Local news channels are not covering this.,local news channels covering,"['local', 'news', 'channels', 'covering']","['news', 'channels']","['local', 'news', 'channels']",2,3,news channels,local news channels,3
1462379490609461,they know it will start a civil war with the police overstepping everyones constitutional rights across the country,know start civil war police overstepping everyones constitutional rights across country,"['know', 'start', 'civil', 'war', 'police', 'overstepping', 'everyones', 'constitutional', 'rights', 'across', 'country']","['war', 'police', 'everyones', 'rights', 'country']","['know', 'civil', 'war', 'police', 'everyones', 'constitutional', 'rights', 'country']",10,4,war police everyones rights country,know civil war police everyones constitutional rights country,1
1462379490609461,"I saw the video ,It is obvious the cop killed him (If not staged) , however at this point we need names of ALL ,witnesses/police/ as well as looking into the ""victims"" background as well as the cops and witnesses.  None of this passes a ""smell test""  h… See More",saw video obvious cop killed staged however point need names witnesses police well looking victims background well cops witnesses none passes smell test h see,"['saw', 'video', 'obvious', 'cop', 'killed', 'staged', 'however', 'point', 'need', 'names', 'witnesses', 'police', 'well', 'looking', 'victims', 'background', 'well', 'cops', 'witnesses', 'none', 'passes', 'smell', 'test', 'h', 'see']","['saw', 'video', 'cop', 'names', 'victims', 'witnesses', 'none', 'test', 'h', 'see']","['saw', 'video', 'obvious', 'cop', 'point', 'names', 'victims', 'cops', 'witnesses', 'none', 'test', 'h', 'see']",2,7,saw video cop names victims witnesses none test h see,saw video obvious cop point names victims cops witnesses none test h see,4
1462379490609461,Michael Hawk reportedly his name is CHAUVIN ,michael hawk reportedly name chauvin,"['michael', 'hawk', 'reportedly', 'name', 'chauvin']","['michael', 'chauvin']","['michael', 'name', 'chauvin']",6,6,michael chauvin,michael name chauvin,0
1462379490609461,Michael Hawk  that’s exactly the same stuff I’ve been thinking. ,michael hawk exactly stuff thinking,"['michael', 'hawk', 'exactly', 'stuff', 'thinking']","['michael', 'hawk']","['michael', 'hawk']",6,6,michael hawk,michael hawk,0
1462379490609461,My question is.  Why don't white people go up in arms when a white person gets killed by police unarmed and innocent? Probably because it's manufactured outrage and idiots follow along.,question white people go arms white person gets killed police unarmed innocent probably manufactured outrage idiots follow along,"['question', 'white', 'people', 'go', 'arms', 'white', 'person', 'gets', 'killed', 'police', 'unarmed', 'innocent', 'probably', 'manufactured', 'outrage', 'idiots', 'follow', 'along']","['question', 'people', 'arms', 'person', 'police', 'idiots']","['question', 'white', 'people', 'arms', 'white', 'person', 'police', 'innocent', 'outrage', 'idiots']",6,6,question people arms person police idiots,question white people arms white person police innocent outrage idiots,4
1462379490609461,"Korey Gribble we should all be furious about this. Cops cannot be the judge , jury, and executioner.",korey gribble furious cops cannot judge jury executioner,"['korey', 'gribble', 'furious', 'cops', 'cannot', 'judge', 'jury', 'executioner']","['korey', 'cops', 'jury', 'executioner']","['korey', 'gribble', 'furious', 'cops', 'judge', 'jury', 'executioner']",3,3,korey cops jury executioner,korey gribble furious cops judge jury executioner,3
1462379490609461,"Korey Gribble why wasn’t their protests when our military gate guard got shot in Corpus Christi, TX last week.  That was horrible. ",korey gribble protests military gate guard got shot corpus christi tx last week horrible,"['korey', 'gribble', 'protests', 'military', 'gate', 'guard', 'got', 'shot', 'corpus', 'christi', 'tx', 'last', 'week', 'horrible']","['korey', 'protests', 'gate', 'guard', 'corpus', 'christi', 'tx', 'week']","['korey', 'gribble', 'protests', 'military', 'gate', 'guard', 'shot', 'corpus', 'christi', 'tx', 'last', 'week', 'horrible']",1,3,korey protests gate guard corpus christi tx week,korey gribble protests military gate guard shot corpus christi tx last week horrible,4
1462379490609461,https://youtu.be/qi8KJ0boov8,https youtu qi kj boov,"['https', 'youtu', 'qi', 'kj', 'boov']","['https', 'youtu', 'qi', 'kj', 'boov']","['https', 'youtu', 'qi', 'kj', 'boov']",9,2,https youtu qi kj boov,https youtu qi kj boov,4
1462379490609461,Alison Van Hoof great idea burn down your own home,alison van hoof great idea burn home,"['alison', 'van', 'hoof', 'great', 'idea', 'burn', 'home']","['alison', 'van', 'hoof', 'idea', 'burn', 'home']","['alison', 'van', 'hoof', 'great', 'idea', 'burn', 'home']",10,3,alison van hoof idea burn home,alison van hoof great idea burn home,1
1462379490609461,"Sue Charalambous sorry you're too simple to understand my point, or recognize that you dont get it.",sue charalambous sorry simple understand point recognize dont get,"['sue', 'charalambous', 'sorry', 'simple', 'understand', 'point', 'recognize', 'dont', 'get']","['sue', 'understand', 'point', 'dont', 'get']","['sue', 'charalambous', 'sorry', 'simple', 'understand', 'point', 'dont', 'get']",11,0,sue understand point dont get,sue charalambous sorry simple understand point dont get,4
1462379490609461,This is run by two groups that are notorious for destruction. I dont fully blame them though. That murder was messed up,run two groups notorious destruction dont fully blame though murder messed,"['run', 'two', 'groups', 'notorious', 'destruction', 'dont', 'fully', 'blame', 'though', 'murder', 'messed']","['groups', 'destruction', 'dont', 'murder']","['groups', 'notorious', 'destruction', 'dont', 'blame', 'murder']",8,7,groups destruction dont murder,groups notorious destruction dont blame murder,4
1462379490609461,"John Titor told us, as did who ever spoke of the 4 horseman of the apocalypse.... ie, presidents starting from Clinton, Trump is the 4th...",john titor told us ever spoke horseman apocalypse ie presidents starting clinton trump th,"['john', 'titor', 'told', 'us', 'ever', 'spoke', 'horseman', 'apocalypse', 'ie', 'presidents', 'starting', 'clinton', 'trump', 'th']","['john', 'titor', 'apocalypse', 'ie', 'presidents', 'clinton', 'trump', 'th']","['john', 'titor', 'horseman', 'apocalypse', 'ie', 'presidents', 'clinton', 'trump', 'th']",2,2,john titor apocalypse ie presidents clinton trump th,john titor horseman apocalypse ie presidents clinton trump th,3
1462379490609461,"Wow look at all these complacent padded responses........Are you fuckin kidding me? Why the fuck those cops aren’t all dead is beyond me. See this is the problem with America now, we find it such an odd thought to do harm to our “peace officers” and “p… See More",wow look complacent padded responses fuckin kidding fuck cops dead beyond see problem america find odd thought harm peace officers p see,"['wow', 'look', 'complacent', 'padded', 'responses', 'fuckin', 'kidding', 'fuck', 'cops', 'dead', 'beyond', 'see', 'problem', 'america', 'find', 'odd', 'thought', 'harm', 'peace', 'officers', 'p', 'see']","['look', 'complacent', 'responses', 'cops', 'see', 'problem', 'america', 'harm', 'peace', 'officers']","['wow', 'look', 'complacent', 'responses', 'fuckin', 'fuck', 'cops', 'dead', 'see', 'problem', 'america', 'odd', 'harm', 'peace', 'officers']",3,3,look complacent responses cops see problem america harm peace officers,wow look complacent responses fuckin fuck cops dead see problem america odd harm peace officers,1
1462379490609461,"We have the Democratic party which is now socialist and communist, we have Republicans that want to save our constitutional Republic. Both sides will not give up or compromise. Our country is pretty much split 50-50. We no longer have fair and honest e… See More",democratic party socialist communist republicans want save constitutional republic sides give compromise country pretty much split longer fair honest e see,"['democratic', 'party', 'socialist', 'communist', 'republicans', 'want', 'save', 'constitutional', 'republic', 'sides', 'give', 'compromise', 'country', 'pretty', 'much', 'split', 'longer', 'fair', 'honest', 'e', 'see']","['party', 'republicans', 'republic', 'sides', 'compromise', 'country', 'split', 'e', 'see']","['democratic', 'party', 'socialist', 'communist', 'republicans', 'save', 'constitutional', 'republic', 'sides', 'compromise', 'country', 'much', 'split', 'fair', 'honest', 'e', 'see']",3,4,party republicans republic sides compromise country split e see,democratic party socialist communist republicans save constitutional republic sides compromise country much split fair honest e see,4
1462379490609461,Bruce Houde I have advocated for a civil war for many years.  I believe my children (25 and 13) will be alive to see it. ,bruce houde advocated civil war many years believe children alive see,"['bruce', 'houde', 'advocated', 'civil', 'war', 'many', 'years', 'believe', 'children', 'alive', 'see']","['bruce', 'houde', 'war', 'years', 'children', 'see']","['bruce', 'houde', 'civil', 'war', 'many', 'years', 'children', 'alive', 'see']",11,3,bruce houde war years children see,bruce houde civil war many years children alive see,3
1462379490609461,es not capable of running a small business.,es capable running small business,"['es', 'capable', 'running', 'small', 'business']","['es', 'business']","['es', 'capable', 'small', 'business']",6,6,es business,es capable small business,0
1462379490609461,The media is pushing racism they flipped the script because trump brought thier fake narrative of covid  out false flags during the summer its a given pay attention btw false flags don’t mean thier aren’t casualties ,media pushing racism flipped script trump brought thier fake narrative covid false flags summer given pay attention btw false flags mean thier casualties,"['media', 'pushing', 'racism', 'flipped', 'script', 'trump', 'brought', 'thier', 'fake', 'narrative', 'covid', 'false', 'flags', 'summer', 'given', 'pay', 'attention', 'btw', 'false', 'flags', 'mean', 'thier', 'casualties']","['media', 'racism', 'trump', 'covid', 'flags', 'summer', 'pay', 'attention', 'btw', 'flags', 'casualties']","['media', 'racism', 'script', 'trump', 'thier', 'fake', 'narrative', 'covid', 'false', 'flags', 'summer', 'pay', 'attention', 'btw', 'false', 'flags', 'thier', 'casualties']",4,0,media racism trump covid flags summer pay attention btw flags casualties,media racism script trump thier fake narrative covid false flags summer pay attention btw false flags thier casualties,1
1462379490609461,This is going to get really bad. The cop straight up murdered the man on camera as people pleaded for the cop to take his knee off the mans neck. They aren’t going to stop until the cop is dead. There was no reason for the cop to have the man like that… See More,going get really bad cop straight murdered man camera people pleaded cop take knee mans neck going stop cop dead reason cop man like see,"['going', 'get', 'really', 'bad', 'cop', 'straight', 'murdered', 'man', 'camera', 'people', 'pleaded', 'cop', 'take', 'knee', 'mans', 'neck', 'going', 'stop', 'cop', 'dead', 'reason', 'cop', 'man', 'like', 'see']","['cop', 'man', 'camera', 'people', 'knee', 'mans', 'stop', 'cop', 'reason', 'cop', 'man', 'see']","['bad', 'cop', 'man', 'camera', 'people', 'cop', 'knee', 'mans', 'stop', 'cop', 'dead', 'reason', 'cop', 'man', 'see']",4,3,cop man camera people knee mans stop cop reason cop man see,bad cop man camera people cop knee mans stop cop dead reason cop man see,1
1462379490609461,SICDS - immediate medical attention when a person goes unresponsive ---- he murdered that man,sicds immediate medical attention person goes unresponsive murdered man,"['sicds', 'immediate', 'medical', 'attention', 'person', 'goes', 'unresponsive', 'murdered', 'man']","['sicds', 'attention', 'person', 'man']","['sicds', 'immediate', 'medical', 'attention', 'person', 'unresponsive', 'man']",6,6,sicds attention person man,sicds immediate medical attention person unresponsive man,1
1462379490609461,Think people:,think people,"['think', 'people']","['think', 'people']","['think', 'people']",5,5,think people,think people,3
1462379490609461,"Amphianda Etta Louise Baskett Thursday morning a Syrian-American terrorist armed with a rifle, shotgun, and pistol planned to shoot the gate guard, enter the Navy base in Corpus Christi Texas and kill as many on base as possible. A young female Sailor … See More",amphianda etta louise baskett thursday morning syrian american terrorist armed rifle shotgun pistol planned shoot gate guard enter navy base corpus christi texas kill many base possible young female sailor see,"['amphianda', 'etta', 'louise', 'baskett', 'thursday', 'morning', 'syrian', 'american', 'terrorist', 'armed', 'rifle', 'shotgun', 'pistol', 'planned', 'shoot', 'gate', 'guard', 'enter', 'navy', 'base', 'corpus', 'christi', 'texas', 'kill', 'many', 'base', 'possible', 'young', 'female', 'sailor', 'see']","['amphianda', 'etta', 'louise', 'baskett', 'morning', 'terrorist', 'shotgun', 'pistol', 'shoot', 'gate', 'guard', 'enter', 'base', 'corpus', 'christi', 'texas', 'base', 'female', 'sailor', 'see']","['amphianda', 'etta', 'louise', 'baskett', 'thursday', 'morning', 'syrian', 'american', 'terrorist', 'rifle', 'shotgun', 'pistol', 'shoot', 'gate', 'guard', 'enter', 'navy', 'base', 'corpus', 'christi', 'texas', 'many', 'base', 'possible', 'young', 'female', 'sailor', 'see']",4,2,amphianda etta louise baskett morning terrorist shotgun pistol shoot gate guard enter base corpus christi texas base female sailor see,amphianda etta louise baskett thursday morning syrian american terrorist rifle shotgun pistol shoot gate guard enter navy base corpus christi texas many base possible young female sailor see,2
1462379490609461,Vicki Myer Moore Do you have a link for this? That's amazing! ,vicki myer moore link amazing,"['vicki', 'myer', 'moore', 'link', 'amazing']","['vicki', 'myer', 'moore', 'link']","['vicki', 'myer', 'moore', 'link']",13,2,vicki myer moore link,vicki myer moore link,3
1462379490609461,the only issue visible on camera is her knee placement the top of the foot ankle and shin should be pressed firmly into the  top of the shoulder/back and AVOID THE NECK!  Arrest and Control 101.  This officer who appears to be female FAILED the public… See More,issue visible camera knee placement top foot ankle shin pressed firmly top shoulder back avoid neck arrest control officer appears female failed public see,"['issue', 'visible', 'camera', 'knee', 'placement', 'top', 'foot', 'ankle', 'shin', 'pressed', 'firmly', 'top', 'shoulder', 'back', 'avoid', 'neck', 'arrest', 'control', 'officer', 'appears', 'female', 'failed', 'public', 'see']","['issue', 'camera', 'knee', 'placement', 'foot', 'ankle', 'shin', 'shoulder', 'neck', 'arrest', 'control', 'officer', 'see']","['issue', 'visible', 'camera', 'knee', 'placement', 'top', 'foot', 'ankle', 'shin', 'top', 'shoulder', 'avoid', 'neck', 'arrest', 'control', 'officer', 'female', 'failed', 'public', 'see']",3,3,issue camera knee placement foot ankle shin shoulder neck arrest control officer see,issue visible camera knee placement top foot ankle shin top shoulder avoid neck arrest control officer female failed public see,1
1462379490609461,"It does not take 4 minutes to cuff a suspect, absolutely no reason to have ANY pressure on the neck ever let alone for that length of time. I've seen cops take down a violently resisting suspect and cuff them in less than a minute with no acts that wou… See More",take minutes cuff suspect absolutely reason pressure neck ever let alone length time seen cops take violently resisting suspect cuff less minute acts wou see,"['take', 'minutes', 'cuff', 'suspect', 'absolutely', 'reason', 'pressure', 'neck', 'ever', 'let', 'alone', 'length', 'time', 'seen', 'cops', 'take', 'violently', 'resisting', 'suspect', 'cuff', 'less', 'minute', 'acts', 'wou', 'see']","['minutes', 'reason', 'pressure', 'neck', 'time', 'cops', 'cuff', 'acts']","['minutes', 'suspect', 'reason', 'pressure', 'neck', 'length', 'time', 'cops', 'suspect', 'cuff', 'less', 'minute', 'acts']",2,3,minutes reason pressure neck time cops cuff acts,minutes suspect reason pressure neck length time cops suspect cuff less minute acts,1
1462379490609461,Jake Ripka your right.  That was a basic control position that when trained is KNOWN to suffocate if not applied and held properly.  I think the officer in question is a female never the less.  When COPS makes mistakes people can die.  No excuse for th… See More,jake ripka right basic control position trained known suffocate applied held properly think officer question female never less cops makes mistakes people die excuse th see,"['jake', 'ripka', 'right', 'basic', 'control', 'position', 'trained', 'known', 'suffocate', 'applied', 'held', 'properly', 'think', 'officer', 'question', 'female', 'never', 'less', 'cops', 'makes', 'mistakes', 'people', 'die', 'excuse', 'th', 'see']","['jake', 'ripka', 'control', 'position', 'suffocate', 'officer', 'question', 'mistakes', 'people', 'th']","['jake', 'ripka', 'right', 'basic', 'control', 'position', 'known', 'suffocate', 'think', 'officer', 'question', 'less', 'cops', 'mistakes', 'people', 'th']",3,6,jake ripka control position suffocate officer question mistakes people th,jake ripka right basic control position known suffocate think officer question less cops mistakes people th,4
1462379490609461,The perfect picture of election year 2020.,perfect picture election year,"['perfect', 'picture', 'election', 'year']","['picture', 'election', 'year']","['perfect', 'picture', 'election', 'year']",10,5,picture election year,perfect picture election year,4
1462379490609461,Deomocrats---making criminals victims!,deomocrats making criminals victims,"['deomocrats', 'making', 'criminals', 'victims']","['deomocrats', 'criminals', 'victims']","['deomocrats', 'criminals', 'victims']",11,6,deomocrats criminals victims,deomocrats criminals victims,0
1462379490609461,Linna Murders Well said.,linna murders well said,"['linna', 'murders', 'well', 'said']","['linna', 'murders']","['linna', 'murders']",8,2,linna murders,linna murders,4
